recordid,name,cwid
001Pn000010egXtIAI,Benjamin O Davis Veterans Village LDHA LLP,22042
001Pn000010egZXIAY,Corewell Health,21420
001Pn000010egb7IAA,Laundromat,22039
001Pn000010egknIAA,C.O.O.R. ISD,22038
001Pn000010egkoIAA,Tri-unity Christan School,21934
001Pn000010ego2IAA,edi-dolejs,22022
001Pn000010egpeIAA,Allied TechnologiesFood Equipment,21769
001Pn000010egpfIAA,Macomb Mechanical*,21745
001Pn000010egpjIAA,Johnson & Wood Mechanical Contractors,19675
001Pn000010egrFIAQ,Jackson College,22032
001Pn000010egrGIAQ,"Enthalpy Analytical, LLC",21948
001Pn000010egrHIAQ,City of Troy,21483
001Pn000010egrKIAQ,Rescom Electric and Integration,20927
001Pn000010egrOIAQ,Morgan Stanley,20541
001Pn000010eguTIAQ,Eagles Nest Academy,22030
001Pn000010eguVIAQ,Tommy's Carwash,21079
001Pn000010egxjIAA,"Wilson Heating, Cooling & Plumbing Inc",21464
001Pn000010egzKIAQ,Midwest Energy Cooperative,21789
001Pn000010eh0wIAA,DP FOX Ventures LLC,21873
001Pn000010eh4CIAQ,Fred Olivieri Construction,19564
001Pn000010eh5oIAA,DHE Plumbing & Mechanical*,21813
001Pn000010eh5pIAA,Northwoods Cultivation,21780
001Pn000010eh5qIAA,Berrien Springs Public Schools,21689
001Pn000010eh5sIAA,Hamilton Community Schools,20398
001Pn000010eh7NIAQ,Carrier Corporation*,22018
001Pn000010eh8zIAA,City of Walker,22017
001Pn000010ehDqIAI,OnPoint Caring for Allegan County,21941
001Pn000010ehFRIAY,"Pioneer Melrose, LLC",22012
001Pn000010ehH5IAI,Fetzer Institute,20827
001Pn000010ehLtIAI,Rodzina Plumbing,22009
001Pn000010ehLuIAI,Delhi Charter Township Fire Department,21921
001Pn000010ehQjIAI,Panchos,22007
001Pn000010ehSNIAY,Savannah Trace Apartments,21240
001Pn000010ehSPIAY,SpartanNash,21038
001Pn000010ehTxIAI,Common Wealth Companies,22006
001Pn000010ehXBIAY,Turning Brook,22005
001Pn000010ehYpIAI,Traverse City Country Club,21701
001Pn000010ehYqIAI,Harbor Beach Schools,20525
001Pn000010ehYyIAI,"Clean Green Energy, Inc",19453
001Pn000010ehc1IAA,Sunrise Senior Center,22004
001Pn000010ehc3IAA,"Pappy's Pub, Inc.",21688
001Pn000010ehfFIAQ,Sylvan,22002
001Pn000010ehfIIAQ,Aptar,19358
001Pn000010ehgrIAA,Phoenix Improvements LLC,22001
001Pn000010ehgsIAA,Fashion Square Mall Realty Holding LLC,21788
001Pn000010ehiUIAQ,Old Dominion Freight Line,21007
001Pn000010ehk6IAA,Spring Arbor University,21903
001Pn000010ehk7IAA,Nothing Bundt Cakes,21249
001Pn000010ehlhIAA,Edward Jones,21999
001Pn000010ehlrIAA,A&B Mechanical Contractors,20417
001Pn000010ehnKIAQ,Jomar Valve,21493
001Pn000010ehowIAA,Mason County Schools,21696
001Pn000010ehp0IAA,Goudzwaard Financial Center,19588
001Pn000010ehs9IAA,Northern Power Electric,21989
001Pn000010ehsCIAQ,Mark & Sons Plumbing & Heating,21405
001Pn000010ehvPIAQ,Indiana Toll Road,21293
001Pn000010ehx3IAA,MIOSHA State Lab,20583
001Pn000010ehycIAA,Alpena Montmorency Alcona Educational Service Dist,21254
001Pn000010ei0EIAQ,Ann Arbor Arms,21803
001Pn000010ei3RIAQ,The Church of Jesus Christ Latter-Day Saints,21982
001Pn000010ei8HIAQ,Armstrong International Inc,21981
001Pn000010ei8IIAQ,Switch EOV,21965
001Pn000010eiBWIAY,Shankar Distillery,21758
001Pn000010eiEjIAI,Purdue University,21978
001Pn000010eiEkIAI,Harbor Transit,21070
001Pn000010eiGMIAY,River City Mechanical Inc*,21930
001Pn000010eiLBIAY,Harvest Bible Church,21973
001Pn000010eiOPIAY,Angio's Restaurant,21964
001Pn000010eiReIAI,McLaren Greater Lansing,21915
001Pn000010eiWTIAY,Grand Brook Memory Care,21959
001Pn000010eiWUIAY,St Mary Magdalen Catholic Church,21575
001Pn000010eiY6IAI,Traverse City Area Public Schools,20923
001Pn000010eiY8IAI,Bud Distributing,20769
001Pn000010eijPIAQ,Sleep Number,20947
001Pn000010eimbIAA,City of Inkster,21949
001Pn000010eimjIAA,George Auch Co,19579
001Pn000010eioHIAQ,Shaw Construction & Mgmt Co,21925
001Pn000010eirRIAQ,Starbucks,21945
001Pn000010eit3IAA,Planet Rock,21944
001Pn000010eit9IAA,Isabella County Road Commission,20539
001Pn000010eizWIAQ,Brivar,21932
001Pn000010ej18IAA,Boys and Girls Club of Alpena,21800
001Pn000010ej4MIAQ,Delta Farms,21071
001Pn000010ej5xIAA,Davita Kidney Care,21935
001Pn000010ej9CIAQ,City of Saginaw,19444
001Pn000010ejFfIAI,Mechanical Inc,19742
001Pn000010ejFgIAI,Seventh Reformed Church,19885
001Pn000010ejHIIAY,Zeeland Christian School,20534
001Pn000010ejIrIAI,Mayville Community Schools,21923
001Pn000010ejItIAI,Porter Hills Village,21250
001Pn000010ejIuIAI,Howell Public Schools,20758
001Pn000010ejMAIAY,Redmon Heating & Cooling,21836
001Pn000010ejSXIAY,150 Ann Street,21919
001Pn000010ejSdIAI,Clean Room Technologies,19452
001Pn000010ejVlIAI,McLaren Health Management Group,21914
001Pn000010ejVnIAI,Copperrock Construction,20885
001Pn000010ejkIIAQ,Staybridge Suites,20607
001Pn000010ejnVIAQ,Consumers Energy Marion,21900
001Pn000010ejp8IAA,Centreville Public School,21268
001Pn000010ejpAIAQ,Shaw Flooring Inc,20813
001Pn000010ejqkIAA,Holland Charter Township,21692
001Pn000010ejqlIAA,Pewamo Westphalia Schools,20462
001Pn000010ejtzIAA,Thornapple Manor,20902
001Pn000010eju6IAA,Homewood Suites by Hilton,19644
001Pn000010ejynIAA,University of Michigan Health West,21896
001Pn000010ek5FIAQ,Cass County Admin Building,21889
001Pn000010ek6tIAA,Industrial Networking Solutions,20381
001Pn000010ek8TIAQ,Xerox,21888
001Pn000010ekA8IAI,Total Wine & More,20990
001Pn000010ekGYIAY,Beaverton Schools,21636
001Pn000010ekGZIAY,VSP Vision Care*,21631
001Pn000010ekGcIAI,Brooks Apartments,20597
001Pn000010ekI9IAI,Oceana County Medical Care,21884
001Pn000010ekJlIAI,Quality Air Heating & Cooling*,21881
001Pn000010ekJmIAI,Noordyk Business Equipment,20916
001Pn000010ekLQIAY,Wise Sync,21183
001Pn000010ekMzIAI,AJ Miller Mechanical,21878
001Pn000010ekN5IAI,Detroit PAL,19491
001Pn000010ekOdIAI,Full Blast Recreation Center,19570
001Pn000010ekRpIAI,Rewst,21874
001Pn000010ekRqIAI,West Hickory Haven,21355
001Pn000010ekRsIAI,archway,20675
001Pn000010ekTRIAY,Grand Action Foundation 2.0,21872
001Pn000010ekUNIAY,Allegan County Mental Health,21146
001Pn000010ekV3IAI,Hi-Tech Electric Company,21871
001Pn000010ekYKIAY,"Myki, Inc",20615
001Pn000010ekekIAA,Knape & Vogt,21767
001Pn000010eklBIAQ,Charlevoix County,21858
001Pn000010eklCIAQ,St John's Lutheran Church,21507
001Pn000010ekoRIAQ,Robinson Industries,20945
001Pn000010ekq8IAA,Bolhouse LLC,20054
001Pn000010ekreIAA,St Catherine of Siena Academy,20956
001Pn000010ektFIAQ,Tektelic,21856
001Pn000010ekzhIAA,City of Mount Clemens,21853
001Pn000010ekzjIAA,ControlNET,20978
001Pn000010el69IAA,Home 2 Suites By Hilton,21851
001Pn000010elB5IAI,New Covenant Clio Church,19785
001Pn000010elHiIAI,Founders Brewing Company,21694
001Pn000010elJ3IAI,Next Step,21848
001Pn000010elJ4IAI,WNEM,21764
001Pn000010elJ6IAI,Nicolet Shores Plumbing,21530
001Pn000010elaoIAA,Camp Tuhsmeheta Nature Center,21771
001Pn000010ele3IAA,Fishbeck,20969
001Pn000010elivIAA,"Midland Downtown Partners, LLC",19757
001Pn000010elnhIAA,Starlite Bay Cafe,21838
001Pn000010elniIAA,Kent County North Transfer Station,21434
001Pn000010elpLIAQ,DA Building,20690
001Pn000010elqwIAA,Holland Board of Public Works,20697
001Pn000010elqxIAA,Kirtland Community College,20590
001Pn000010elsXIAQ,Advantage Auto & Truck,21835
001Pn000010eluAIAQ,Williams International,21553
001Pn000010elz7IAA,Interlochen State Park,21039
001Pn000010em2DIAQ,Bob-A-Lu Market,21832
001Pn000010em2IIAQ,BASF Corporation,20681
001Pn000010em3xIAA,Moline WWTP,20604
001Pn000010em5RIAQ,K-Rok Korean Bbq & Karaoke Soju Cocktail Bar,21830
001Pn000010em8hIAA,St Roberts of Newminister Parish,20719
001Pn000010emDXIAY,Lume Cannabis Co,21201
001Pn000010emILIAY,JW Marriott,21822
001Pn000010emLZIAY,"Vork Brothers Painting, LLC",21819
001Pn000010emLeIAI,Sunset Christian Haven Home,21324
001Pn000010emLfIAI,BrookTree Capital Building,20946
001Pn000010emLhIAI,Heath Manufacturing Company,21020
001Pn000010emOnIAI,Quality Aire Systems,21817
001Pn000010emQQIAY,G&K Plumbing & Heating,21809
001Pn000010emYWIAY,St. Joseph Parish Howell,20996
001Pn000010emYXIAY,Windsor Mechanical Co,20834
001Pn000010emYYIAY,Onion Crock,19803
001Pn000010embiIAA,First Congregational Church,21286
001Pn000010emdKIAQ,Jeanna in White,21366
001Pn000010emezIAA,Carsonville-Port Sanilac Schools,20793
001Pn000010emf0IAA,Fitzgerald Public Schools,20501
001Pn000010emgYIAQ,Wyoming Public Schools,21017
001Pn000010emqGIAQ,Fairfield Inn & Suites,19530
001Pn000010emtcIAA,Gun Lake Tribe,21546
001Pn000010emteIAA,Innovcare VA SSM,21295
001Pn000010emv8IAA,Battle Creek VA Medical Center,20698
001Pn000010en04IAA,Hillcrest CRC,19635
001Pn000010en3BIAQ,Taylor School District,20859
001Pn000010en6LIAQ,Beaumont Wayne Hospital,21792
001Pn000010enBCIAY,"Fischer Electric Company, LLC",21364
001Pn000010enBEIAY,US Army Reserve Muskegon,21012
001Pn000010enCqIAI,1 Bold Step,20773
001Pn000010enJFIAY,The Mid-midtown Business Center,21783
001Pn000010enSyIAI,"Air Quality Specialists, Inc.",19320
001Pn000010enXlIAI,Bruce Duncan,21773
001Pn000010enZNIAY,US Coast Guard Grand Haven,21772
001Pn000010enZPIAY,One Ludington Place,21042
001Pn000010eneHIAQ,Ascension Medical Group Primary Care Center,21698
001Pn000010eneIIAQ,"Express Signs, Inc.",21390
001Pn000010eneJIAQ,Ability Engineering,20764
001Pn000010enfpIAA,Certified Sheet Metal,21770
001Pn000010ennuIAA,Montague Armory,21743
001Pn000010enr9IAA,National Ladder and Scaffold Co.,21399
001Pn000010enxbIAA,Jenison Public Schools,20790
001Pn000010eo0qIAA,Niles Buchanan YMCA,20611
001Pn000010eo41IAA,"Mor Electric Heating Association, Inc",21757
001Pn000010eo42IAA,Mt Morris Consolidated Schools,20647
001Pn000010eoDhIAI,Hedrick Associates,21750
001Pn000010eoIXIAY,Clawson Manor,21748
001Pn000010eoNSIAY,Grace Fellowship Church,19594
001Pn000010eoQbIAI,Hillside Investments,21739
001Pn000010eoQdIAI,Wagner Meinert,21168
001Pn000010eoSDIAY,Mechanical Services LLC*,21735
001Pn000010eoVTIAY,Gratiot Isabella RESD,21524
001Pn000010eoVVIAY,GymKind Academy,21160
001Pn000010eoYlIAI,Bangor Township Schools,19365
001Pn000010eodVIAQ,StoneWater Country Club,21726
001Pn000010eogjIAA,Cube Mobile Imaging,21724
001Pn000010eogkIAA,Global Cuisine International Inc.,21149
001Pn000010eogmIAA,Detroit Customs Cargo Facility,20829
001Pn000010eoiNIAQ,Team Core,21157
001Pn000010eolZIAQ,Agile Safety,21722
001Pn000010eoldIAA,Socket Labs,20530
001Pn000010eoosIAA,HealthBridge Rehabilitation,19628
001Pn000010eoqPIAQ,Valeo Lighting,21713
001Pn000010eos1IAA,Grant Public School,21712
001Pn000010eowtIAA,United Refrigerations Inc.,21572
001Pn000010ep07IAA,Adventist Frontier Missions,19316
001Pn000010ep08IAA,Allegra Print & Image,19329
001Pn000010ep3vIAA,"DRM- D'Arcy Rousseau Mechancial, LLC",20747
001Pn000010ep3wIAA,Perry Farm Village,20423
001Pn000010ep4zIAA,First Presbyterian Church GH,19547
001Pn000010epBRIAY,Baldwin Community Schools,19363
001Pn000010epEfIAI,Kalamazoo Farmers Market,21212
001Pn000010epHpIAI,Rapid River Schools,21693
001Pn000010epHrIAI,Salon Professional Acadamy,21565
001Pn000010epOHIAY,V's Barber Shop,21691
001Pn000010epRVIAY,Otsego City Hall,21690
001Pn000010epUmIAI,"Nestle USA, Inc",21611
001Pn000010epWLIAY,Rival Insulation,21683
001Pn000010epZZIAY,Carstar 76 Collision,21680
001Pn000010epbBIAQ,Master Guard,21679
001Pn000010epbCIAQ,High Road LLC,21599
001Pn000010epbEIAQ,Webroot,20673
001Pn000010epbKIAQ,Shortridge Instruments,21376
001Pn000010epg1IAA,"Inline Electric and Controls, Inc.",21677
001Pn000010epg3IAA,Sault Ste. Marie Economic Development Corporation,21162
001Pn000010epheIAA,Zoetis,20875
001Pn000010epjFIAQ,Danna Building Inc,21673
001Pn000010epkrIAA,Owosso Public Schools - delete,21672
001Pn000010epmTIAQ,Yale Public Schools,21670
001Pn000010epmVIAQ,Deckerville Community Schools,20794
001Pn000010epoAIAQ,Ubiquiti,20934
001Pn000010epphIAA,Our Hope,21668
001Pn000010epppIAA,Diversified Distribution Syste,19502
001Pn000010eppqIAA,Fagus GreCon,19533
001Pn000010eprKIAQ,Maurices,21272
001Pn000010epuYIAQ,Westwood Community School District,21299
001Pn000010epwAIAQ,Iconic Wellness,21051
001Pn000010epwGIAQ,Alpine Baptist Church,19343
001Pn000010epxmIAA,Gilbane Construction,21595
001Pn000010epzNIAQ,Tidal Wave Auto Spa,21664
001Pn000010eq10IAA,Fish Mechanical,21387
001Pn000010eq11IAA,Century A&E,20483
001Pn000010eq7YIAQ,Realvesco Properties,19846
001Pn000010eq93IAA,Surgeons Choice Medical Center,21660
001Pn000010eqDuIAI,Grupo Antolin,20499
001Pn000010eqFVIAY,Haveman Electric Services Inc.,21656
001Pn000010eqH7IAI,Pfizer,21650
001Pn000010eqLYIAY,County of Berrien,21567
001Pn000010eqNZIAY,La Haze Cultivation Facility,21647
001Pn000010eqPBIAY,Battle Creek Air National Guard Base,21645
001Pn000010eqPCIAY,Calvary Church,20437
001Pn000010eqVdIAI,Mackinac Straits Health System,21640
001Pn000010eqVeIAI,Rest Haven Homes,20535
001Pn000010eqdkIAA,Summit Point,21175
001Pn000010eqdlIAA,Fruitport Community Schools,20510
001Pn000010eqlpIAA,Black Rock Bar & Grill,20344
001Pn000010eqnOIAQ,VA Muskegon Clinic,21241
001Pn000010eqp0IAA,Hackett Catholic Prep,21199
001Pn000010eqvTIAQ,Westwind Construction,20937
001Pn000010eqx3IAA,Detroit Medical Center,21628
001Pn000010eqx4IAA,Munch's Supply Company*,21549
001Pn000010eqx5IAA,Tri County Schools,20587
001Pn000010er0IIAQ,Dearborn Artspace Lofts,20959
001Pn000010er1vIAA,Proos Manufacturing,20995
001Pn000010er1wIAA,Metal Tech,20964
001Pn000010er1yIAA,HokuApps,20420
001Pn000010er6JIAQ,Presque Isle Harbor Association,21452
001Pn000010er9xIAA,Schoolcraft County,21620
001Pn000010erBcIAI,Auto-Owners Insurance,20840
001Pn000010erEnIAI,Hydro Aluminum,21617
001Pn000010erI1IAI,"Select Electric Co., LLC",21616
001Pn000010erJdIAI,South Lyon Community Schools,21615
001Pn000010erLGIAY,Sartorius,21418
001Pn000010erMrIAI,Sault Tribe McCann Elderly Center,21613
001Pn000010erMwIAI,Ottawa Area ISD,20928
001Pn000010erMxIAI,Alpena MARC LLC,20845
001Pn000010erOUIAY,SEL,21562
001Pn000010erRhIAI,C & R Electric LLC,21610
001Pn000010erTJIAY,Central Michigan Mechanical,21608
001Pn000010erTLIAY,Ventra,20898
001Pn000010erWZIAY,East Lansing Public Library,21009
001Pn000010erWaIAI,Harbor Chase,20575
001Pn000010ergDIAQ,Mainland Warehouse,21594
001Pn000010ergGIAQ,19111 Victor Parkway,20734
001Pn000010erhqIAA,Chase Killian LLC,21167
001Pn000010erjWIAQ,Allied Electric Inc,19331
001Pn000010errVIAQ,Elite Baseball and Softball,21589
001Pn000010ertAIAQ,New Heights Laundry,21445
001Pn000010ertBIAQ,Mercy Health Partners - MHP,21396
001Pn000010erwLIAQ,Robertson Morrison Inc,21588
001Pn000010erzZIAQ,Oxford Property Management,21587
001Pn000010es2qIAA,Peplinski Group,19820
001Pn000010es7dIAA,Farmington Public Schools,21579
001Pn000010es7jIAA,Holland Home,19641
001Pn000010esArIAI,Downriver Refrigeration Supply Company,21578
001Pn000010esAtIAI,WBE Mechanical LLC,21023
001Pn000010esFhIAI,Macomb Group,21573
001Pn000010esHMIAY,Anderson Eye Center,19354
001Pn000010esIvIAI,Galloup Forberg Smith Merlo Energy,21569
001Pn000010esMAIAY,Holton Public Schools,19643
001Pn000010esNlIAI,U.S. Coast Guard,21564
001Pn000010esijIAA,J&H Apple Ave,21554
001Pn000010eskMIAQ,Detroit Diesel Corporation,21354
001Pn000010eskPIAQ,St Joseph Filtration Plant,20375
001Pn000010eslxIAA,Camp Anna Barons,21547
001Pn000010espBIAQ,American House Park Place,21543
001Pn000010espCIAQ,Dodgson Realty,21058
001Pn000010esqoIAA,"Core Ann Arbor, LLC",21207
001Pn000010essPIAQ,Tahquamenon Area Schools,21540
001Pn000010essQIAQ,Colony Plumbing Heating and Air Conditioning,21158
001Pn000010essRIAQ,Great Lakes Christian Homes,20952
001Pn000010essSIAQ,Mona Shores Public Schools,20900
001Pn000010essTIAQ,Anchor Bay Capital,20762
001Pn000010et0TIAQ,Maria's Italian Restaurant,21534
001Pn000010et3hIAA,"Competitve Hoisting Services, Inc.",21531
001Pn000010et5KIAQ,Wursta,21275
001Pn000010etBlIAI,Cytiva,21525
001Pn000010etDNIAY,Jones Lang LaSalle,21522
001Pn000010etIEIAY,Texas Charger Township,21313
001Pn000010etLSIAY,Rockland Flooring,21427
001Pn000010etLTIAY,Transfer Tool Products,20472
001Pn000010etLYIAY,Sandy Point Beach House,19878
001Pn000010etV7IAI,Roseville Community Schools,21514
001Pn000010etWmIAI,"SES (Strategic Energy Solutions, Inc.)",20391
001Pn000010etbZIAQ,Algo,21510
001Pn000010eti1IAA,Earhart - Integris,21505
001Pn000010etmrIAA,Turning Point Macomb,21501
001Pn000010etmwIAA,Sheridan Press Inc.,19498
001Pn000010etuwIAA,Dematic,20994
001Pn000010etwZIAQ,Heritage Reformed Church,21057
001Pn000010ety9IAA,Hydronic Components Inc,21494
001Pn000010eu31IAA,Five Star Real Estate,20707
001Pn000010eu4bIAA,Catalyst Partners,21488
001Pn000010eu4eIAA,Avigilon,21140
001Pn000010euEUIAY,Greenway,19604
001Pn000010euHVIAY,Courtyard at Delta,21482
001Pn000010euHWIAY,Medilodge of Alpena,21280
001Pn000010euKjIAI,One Oaks St Building,21479
001Pn000010euMLIAY,Moltus Building Group,21478
001Pn000010euPaIAI,Surfari Joe's Indoor Wilderness Water Park,21133
001Pn000010euPcIAI,Avid Hotel,20930
001Pn000010euSnIAI,Crain Communications,21471
001Pn000010euSpIAI,J Rettenmaier,21292
001Pn000010euUPIAY,Energy Management Collaborative,21468
001Pn000010euUVIAY,"CSM Mechanical, LLC",19473
001Pn000010euZFIAY,Shiawassee  RESD,21462
001Pn000010euZGIAY,Grand Rapids Township Fire Department,20352
001Pn000010eucVIAQ,Granor Farms Greenhouse,20457
001Pn000010eue9IAA,Vestaburg Community Schools,19982
001Pn000010euiyIAA,KMC Controls,19299
001Pn000010eukaIAA,Allied Mechanical Services Inc,19333
001Pn000010eur0IAA,Intuit,21204
001Pn000010euuDIAQ,Montmorency County,21451
001Pn000010euxTIAQ,Harrison Community Schools,20669
001Pn000010ev0fIAA,Childrens Hospital of Michigan,21450
001Pn000010ev2JIAQ,Graafschap Christian Reformed Church,21401
001Pn000010ev3tIAA,Helping Hands Wellness,21449
001Pn000010ev3uIAA,SER Metro Detroit,21384
001Pn000010ev5WIAQ,Advantage Mechanical Group,21404
001Pn000010ev5YIAQ,Nolan Transportation,21185
001Pn000010evANIAY,Breakers Resort,20736
001Pn000010evAPIAY,City of Grandville,20470
001Pn000010evAVIAY,PEL Construction LLC,19819
001Pn000010evDaIAI,Cove Office Building,20884
001Pn000010evFGIAY,Charles E Chamberlain federal building,21171
001Pn000010evLhIAI,Syenergy Engineering,22140
001Pn000010evWwIAI,Bimbo Bakeries USA,20971
001Pn000010evYZIAY,Brian Aikens,21016
001Pn000010evaCIAQ,Bright Horizons - Spectrum ECD,19397
001Pn000010evaFIAQ,Associated Air Products Inc,20045
001Pn000010evdNIAQ,Kent City Baptist Church,21426
001Pn000010evdOIAQ,Lululemon,21310
001Pn000010evgbIAA,Structural Concepts,21422
001Pn000010evgdIAA,Martech Enterprise LLC,20955
001Pn000010eviGIAQ,Wyoming Water Treatment Plant,19447
001Pn000010evn6IAA,Orchard Hill Mechanical,19805
001Pn000010evqHIAQ,Kevin Zbytowski,21415
001Pn000010evtVIAQ,TRANE *,21414
001Pn000010evwkIAA,Pace Transportation Services,21389
001Pn000010evyLIAQ,CDV5 Property Management,21413
001Pn000010evyMIAQ,Monroe Public Schools,20903
001Pn000010evzxIAA,Performance Services Inc*,21412
001Pn000010ew00IAA,West Pharmaceutical Services,20967
001Pn000010ew01IAA,Westgate Bowl,20435
001Pn000010ew03IAA,Gateway MT LDHA LLC,19575
001Pn000010ew1aIAA,Daimler Trucks,21316
001Pn000010ew1bIAA,EIG14T,20852
001Pn000010ew3DIAQ,Vanguard Fire & Security Systems,21236
001Pn000010ew3EIAQ,West Bloomfield Public Schools,20490
001Pn000010ew4oIAA,Viking-Cives Great Lakes,21222
001Pn000010ew4qIAA,Eye Clinic of Livonia PC,20389
001Pn000010ew4tIAA,Ventcon,22016
001Pn000010ew6SIAQ,Standard Provision,20814
001Pn000010ew9eIAA,Montcalm Community College,21044
001Pn000010ewBLIAY,Yankee Clipper Library,20403
001Pn000010ewCrIAI,Walsh Construction Group,21407
001Pn000010ewCtIAI,Eaton Community Bank,21029
001Pn000010ewG6IAI,Shelby Public Schools,21166
001Pn000010ewSzIAI,Top Line Electric,21395
001Pn000010ewb8IAA,"Fulton Property Holdings, LLC",19572
001Pn000010ewb9IAA,Hillsdale County Med Care Fac,19637
001Pn000010ewcfIAA,GE Aerospace,21388
001Pn000010eweIIAQ,Cliffview Apartments,21325
001Pn000010ewftIAA,Soils & Structures,21386
001Pn000010ewnxIAA,Hilltop Auto Service,21379
001Pn000010ewuQIAQ,Royal Truck & Trailer,21370
001Pn000010ex2TIAQ,Young Supply Company,21374
001Pn000010ex7JIAQ,Action Glass,21369
001Pn000010ex8vIAA,Mount Pleasant Public Schools,21367
001Pn000010exDnIAI,Jackson Public Schools,20465
001Pn000010exFOIAY,Request Foods,21297
001Pn000010exFQIAY,Smoothie King,20376
001Pn000010exGzIAI,Lake Woods Nursing Center,21363
001Pn000010exKDIAY,Ziebart- Alpena,21360
001Pn000010exKEIAY,West Woods of Niles,21353
001Pn000010exLtIAI,Lakeshore Plumbing & Heating,19695
001Pn000010exP3IAI,Principle Group,21350
001Pn000010exQhIAI,Systemp,20473
001Pn000010exSHIAY,Belding Area Schools,21347
001Pn000010exVVIAY,Northern Biomolecular,21346
001Pn000010exbxIAA,Team Facilities Inc,21341
001Pn000010exk1IAA,Wellspring Lutheran Services,21337
001Pn000010exleIAA,Living Hope Church,21230
001Pn000010exnRIAQ,3501 LEB LLC,19305
001Pn000010exovIAA,Days INN,21221
001Pn000010exs7IAA,Mall City Mechanical Inc,19724
001Pn000010extoIAA,American Mechanical Services,19352
001Pn000010extpIAA,Benton Harbor Area Schools,19376
001Pn000010exvKIAQ,Onekema House,20750
001Pn000010exvPIAQ,Aquinas College,19359
001Pn000010exvQIAQ,Marshall Public Schools,19733
001Pn000010exwvIAA,Arrow Electronics,21334
001Pn000010ey1pIAA,Bavarian Inn Lodge,20500
001Pn000010ey4zIAA,4Front Credit Union,21330
001Pn000010ey51IAA,Whitney Plumbing & Electric,20002
001Pn000010ey6kIAA,Dwelling Place,19509
001Pn000010eyD3IAI,Berger Chevy,21326
001Pn000010eyD6IAI,Alpena Senior Center,20935
001Pn000010eyEkIAI,Diekema Hamann,19500
001Pn000010eyL7IAI,The Hotel Ojibway,21318
001Pn000010eyMlIAI,Truck Centers Inc,20399
001Pn000010eyWYIAY,Columbia School District,19459
001Pn000010eyY3IAI,MotorShop Electrical Construction Company,21075
001Pn000010eyZeIAI,Merrill Technologies,20907
001Pn000010eybFIAQ,Quality Carwash,21308
001Pn000010eybGIAQ,Heritage Community of Kalamazoo,20926
001Pn000010eyhjIAA,Hopkins Public School District,19646
001Pn000010eypmIAA,Coach Road Capital,20963
001Pn000010eyrNIAQ,"Crosby & Henry, Inc",21301
001Pn000010eyrOIAQ,Magna-Lexamar,21173
001Pn000010eytHIAQ,Columbus Temperature Control Co.,20068
001Pn000010eyubIAA,Affinity Group,21300
001Pn000010eywDIAQ,Senior Lifestyle - Addington Place of Northville,21298
001Pn000010eyxsIAA,SME,20918
001Pn000010ez2hIAA,Pickford Schools,20922
001Pn000010ez2jIAA,Foundation,20489
001Pn000010ez5wIAA,Webb Chemical,20881
001Pn000010ez7VIAQ,Hudsonville Courthouse,21289
001Pn000010ez7aIAA,Nicolet Bank,19545
001Pn000010ezDyIAI,Royal Oak Manor,21202
001Pn000010ezHEIAY,Atomatic Mechanical Services,20046
001Pn000010ezIpIAI,Titanium Wireless,20887
001Pn000010ezKQIAY,Scott Group Studio,21209
001Pn000010ezNdIAI,Driftwood Motel,21278
001Pn000010ezNeIAI,St. Lawrence Catholic Parish,21097
001Pn000010ezNhIAI,Grand Rapids Public Library,20666
001Pn000010ezPGIAY,549 Ottawa,20867
001Pn000010ezQuIAI,Hunter-Prell Co,19652
001Pn000010ezSTIAY,Renick Brothers,21277
001Pn000010ezSbIAI,Johnson Technology Inc,19674
001Pn000010ezU8IAI,"RW LaPine, Inc.",19873
001Pn000010ezVlIAI,Woods Construction Inc,22158
001Pn000010ezXJIAY,South Washington Park,21276
001Pn000010ezc9IAA,JumpCloud,21273
001Pn000010ezfOIAQ,Haworth - Big Rapids,21232
001Pn000010ezfSIAQ,West Branch Community Airport,20548
001Pn000010ezh0IAA,Modine,21033
001Pn000010ezh1IAA,MCTI Plainwell Remote,20872
001Pn000010ezkIIAQ,Mattawan Consolidated Schools,20359
001Pn000010eznSIAQ,Community West Credit Union,21205
001Pn000010ezp3IAA,Presti & Naegele,21265
001Pn000010ezp4IAA,Nottawaseppi Huron Band of the Potawatomi,20892
001Pn000010ezqfIAA,Points North,21259
001Pn000010ezqgIAA,YMCA of Greater Grand Rapids,21227
001Pn000010ezqlIAA,"G.R.I.P.S., Inc.",19609
001Pn000010ezsHIAQ,Big Rapids Cancer Center,21255
001Pn000010ezu2IAA,Cancer & Hematology Centers,20371
001Pn000010ezu6IAA,Lake Michigan Credit Union,19716
001Pn000010ezvaIAA,New Life Transport Parts Cente,19786
001Pn000010ezx9IAA,The Montessori School,20368
001Pn000010f00LIAQ,Sturgis High School,21251
001Pn000010f05BIAQ,L'anse Creuse Public Schools,21246
001Pn000010f0A3IAI,US General Services Administration,21192
001Pn000010f0BdIAI,"Paychex, Inc",21238
001Pn000010f0BhIAI,"888 Terrace, LLC",20393
001Pn000010f0GVIAY,Kalamazoo County Courts,21062
001Pn000010f0GWIAY,Niles Post Office Apartments,20865
001Pn000010f0I6IAI,REFERENCE COMPANY (DO NOT USE/DELETE),21026
001Pn000010f0OYIAY,Leader Lights,21203
