recordid,name,cwid
02iPn000005MojGIAS,MSP-SUPERVISOR - Automate Connection,1176
02iPn000005MojHIAS,"1 - VPN Connection Information, Forticlient",2088
02iPn000005MojIIAS,Thermo-Anemometer - Vane (Extech),2714
02iPn000005MokrIAC,GRHV-BAS-CONTRO - Automate Connection,1156
02iPn000005MomTIAS,RIDDLER - Automate Connection,1158
02iPn000005Moo5IAC,DESKTOP-25E8R9P - Automate Connection,1159
02iPn000005Moo6IAC,JACE info,1824
02iPn000005MophIAC,DESKTOP-TOJD6LR - Automate Connection,1160
02iPn000005MorJIAS,GWINN963 - Automate Connection,1162
02iPn000005MosvIAC,HPL-APPS - Automate Connection,1163
02iPn000005MoswIAC,Hicks East JACE,1733
02iPn000005MouXIAS,ALERTONEMS-PC - Automate Connection,1164
02iPn000005Mow9IAC,3 - HEATINGSYSTEM/Trend - Automate Monitor/RDP,1165
02iPn000005MoxlIAC,LWR-BMS - Automate Connection,1166
02iPn000005MozNIAS,Davita Novi AX JACE,1167
02iPn000005Mp0zIAC,2 MCSHVAC - Automate Connection,1171
02iPn000005Mp4DIAS,MS-TRANESERVER - Automate Connection,1172
02iPn000005Mp5pIAC,T61867Z02PY2 - Automate Connection,1173
02iPn000005Mp7RIAS,HPKINDERGARTEN - Automate Connection,1174
02iPn000005Mp93IAC,HVACVM - Automate Connection,1175
02iPn000005MpAfIAK,NIAGARA2 - Automate Connection,1177
02iPn000005MpCHIA0,BG-HEAT-01-18 - Automate Connection,1178
02iPn000005MpDtIAK,HVAC-PC - Automate Connection,1180
02iPn000005MpFVIA0,BAS - Automate Connection,1181
02iPn000005MpH7IAK,PC NAME: OC16454 - AD HOC/Temporary remote Connection Required,1182
02iPn000005MpH8IAK,3 - Kent ISD LPP -  N4 Alerton JACE,2227
02iPn000005MpIjIAK,OPS-HVAC - Automate Connection,1183
02iPn000005MpIkIAK,Ann Arbor Ice Cube Jace,1846
02iPn000005MpIlIAK,SJB46,2950
02iPn000005MpKLIA0,HVAC-2013 - Automate Connection (Novar),1184
02iPn000005MpLxIAK,TRIDIUM - Automate Connection,1185
02iPn000005MpNZIA0,SPSHEATSYS,1186
02iPn000005MpPBIA0,GEAGLEYBI - Automate Connection,1187
02iPn000005MpPCIA0,Football Field Jace 2 - StJohns_Field2,3059
02iPn000005MpQnIAK,SAPS-HVAC-DSK - Automate Connection,1188
02iPn000005MpSPIA0,MAINT_PC - Automate Connection,1189
02iPn000005MpU1IAK,Tekonsha Community Schools RDP,1190
02iPn000005MpVdIAK,Worstation-Ven - Automate Connection,1192
02iPn000005MpVeIAK,4 - St. Peters Lutheran Church N4 JACE,2335
02iPn000005MpXFIA0,"99 - old automate connection, please delete.",1193
02iPn000005MpYrIAK,HVAC-TREND - Automate Connection,1195
02iPn000005MpaTIAS,Capstone_Chase Bank Grand Havenn N4 JACE,1198
02iPn000005Mpc5IAC,JACE_1_Auto_Prime,1199
02iPn000005Mpc6IAC,1 - Remote Access VPN,1313
02iPn000005MpdhIAC,York_MUA_03,1201
02iPn000005MpfJIAS,York_MUA_04,1202
02iPn000005MpgvIAC,1 Meijer VPN Access,1204
02iPn000005MpgwIAC,Concord Remote Access,1888
02iPn000005MpiXIAS,2 Meijer Supervisor,1206
02iPn000005MpiYIAS,Isonas Door Access,2612
02iPn000005Mpk9IAC,VPN Connection,1209
02iPn000005MpkAIAS,M13 Distech jace,3342
02iPn000005MplmIAC,Severn JACE,1482
02iPn000005MpnNIAS,N4 JACE,1210
02iPn000005MpnOIAS,2003 Roadmaster,2553
02iPn000005MpozIAC,GR Equities Remote Access (Automate),1211
02iPn000005MpqbIAC,DESKTOP-454D3OQ,1213
02iPn000005MpsDIAS,Garber Remote Access,1215
02iPn000005MpsEIAS,Monitor - 039,1622
02iPn000005MpsFIAS,MSCSBAM,2626
02iPn000005MptpIAC,Garber Chevy,1216
02iPn000005MpvRIAS,JACE Connections,1217
02iPn000005MpvSIAS,Ford Campus Kresge-Ford JACE-03C,2788
02iPn000005Mpx3IAC,2WR - 006,1218
02iPn000005MpyfIAC,2WR - 002,1219
02iPn000005Mq0HIAS,2WR - 007,1221
02iPn000005Mq1tIAC,2WR - 003,1222
02iPn000005Mq3VIAS,2WR - 005,1223
02iPn000005Mq3WIAS,WHR_GHQ_KITCH,2900
02iPn000005Mq57IAC,2WR - 008,1224
02iPn000005Mq6jIAC,2WR - 009,1225
02iPn000005Mq6kIAC,2 - IQ3 Boiler Room Controller,2009
02iPn000005Mq9xIAC,Public Safety - JACE,1232
02iPn000005MqBZIA0,Leffingwell Remote Access (Automate Connection),1233
02iPn000005MqDBIA0,USPO Detroit FX 2 Jace,1237
02iPn000005MqDCIA0,2 - Supervisor,1238
02iPn000005MqEnIAK,Office HVAC JACE,1239
02iPn000005MqEoIAK,Meijer 888 Central Fill 2,1340
02iPn000005MqGPIA0,2WR - 011,1241
02iPn000005MqI1IAK,2WR - 012,1242
02iPn000005MqJdIAK,2WR - 014,1243
02iPn000005MqLFIA0,2WR - 017,1246
02iPn000005MqLGIA0,AX JACE PASSWORDS,1368
02iPn000005MqMrIAK,2WR - 019,1248
02iPn000005MqOTIA0,2WR - 020,1249
02iPn000005MqQ5IAK,2WR - 010,1250
02iPn000005MqRhIAK,Novar desktop via TeamViewer,1251
02iPn000005MqTJIA0,Lift Station ECY 400 Controller,1253
02iPn000005MqUvIAK,MVMONITOR,1255
02iPn000005MqUwIAK,Monitor - 061,1643
02iPn000005MqWXIA0,MVMONITOR (Automate Remote Connection),1256
02iPn000005MqY9IAK,Highland CRC Remote Access,1261
02iPn000005MqYAIA0,MS N4 JACE,1902
02iPn000005MqYBIA0,4 (DeVos) BACNETROUTER,2934
02iPn000005MqZlIAK,Global Headquarters N4 JACE BDC_01,1263
02iPn000005MqbNIAS,Rudyard - HVAC Jace connection,1264
02iPn000005MqbOIAS,Hella,1826
02iPn000005MqbPIAS,Taubman Center JACE-08A,2769
02iPn000005MqczIAC,1 - State Lottery VPN,1265
02iPn000005MqebIAC,St Catherine AX JACE,1266
02iPn000005MqecIAC,Amwins Supervisor VPN,1507
02iPn000005MqgDIAS,Alro Grand Rapids MAU-1,1268
02iPn000005MqgEIAS,Caledonia HS North - Hwing,1750
02iPn000005MqhpIAC,Alro Grand Rapids MAU-2,1269
02iPn000005MqjRIAS,St. Joseph Church,1271
02iPn000005Mql3IAC,Glacier Hills Jace,1275
02iPn000005MqmfIAC,Alro_Potterville_Old ICS2 Units,1276
02iPn000005MqmgIAC,3 - Metasys,2152
02iPn000005MqoHIAS,N4 JACE,1278
02iPn000005MqptIAC,Ionia BMS Remote Access - Global Connect software,1280
02iPn000005MqrVIAS,2 Viant Medical N4 Supervisor,1281
02iPn000005Mqt7IAC,Jace Configuration,1286
02iPn000005Mqt8IAC,Meijer Hanger,1713
02iPn000005Mqt9IAC,Router 2 1st Floor Area A IDF,2155
02iPn000005MqujIAC,Remote Access of Carrier iView,1289
02iPn000005MqukIAC,Meijer 982 1st Floor,1771
02iPn000005MqwLIAS,Remote access of Carrier iView,1290
02iPn000005MqxxIAC,Law Center - TL1 AX JACE,1291
02iPn000005MqzZIAS,TRENDSERVER2019 IQ Vision Server,1292
02iPn000005MqzaIAC,SAPS-HVAC-DSK,2510
02iPn000005Mr2nIAC,Benteler N4 Jace 1,1300
02iPn000005Mr4PIAS,Hannah Community Center - JACE,1301
02iPn000005Mr7dIAC,Newaygo County AX JACE,1306
02iPn000005Mr9FIAS,Remote Access/ JACE Access,1309
02iPn000005MrArIAK,Caledonia - 3rd Floor JACE,1311
02iPn000005MrCTIA0,2 - Web Supervisor,1314
02iPn000005MrE5IAK,WoodsEdge JACE 1,1315
02iPn000005MrE6IAK,ECY-303 Controller EF_9_12,2431
02iPn000005MrE7IAK,Ford Campus Kresge-Ford JACE-Basement,2787
02iPn000005MrE8IAK,_HVAC_IP_Network_Details,3009
02iPn000005MrE9IAK,Jace E4 Lab,3225
02iPn000005MrHJIA0,Service Center JACE,1317
02iPn000005MrIvIAK,West Campus (Croyden) JACE 2,1318
02iPn000005MrKXIA0,West Campus (Croyden) JACE 1 old,1319
02iPn000005MrM9IAK,Data Logging VOC Meter,1320
02iPn000005MrPNIA0,Admin Building JACE,1321
02iPn000005MrQzIAK,Brewery Park / Crane Publishing Remote Desktop,1323
02iPn000005MrSbIAK,Jace,1324
02iPn000005MrUDIA0,Mercy Health Visiting Nurse Service - AX JACE,1326
02iPn000005MrUEIA0,IIStanley_Basecoat AX JACE,3166
02iPn000005MrVpIAK,Jace Configuration with Remote IP Connection,1327
02iPn000005MrXRIA0,1 New MMMC Remote Access - RDP with Duo Authentication,1331
02iPn000005MrZ3IAK,1 Remote Access,1333
02iPn000005MrZ4IAK,JACE,1500
02iPn000005MrZ5IAK,Micromanometer - Shortridge Inst.,2693
02iPn000005MrZ6IAK,6 (VanAndel) Arena_CAHU_03,2925
02iPn000005MrafIAC,Benteler N4 Jace 3,1334
02iPn000005MrcHIAS,Grand Valley Surgical (Automate Connection),1335
02iPn000005MrdtIAC,53rd District Court - TL1 JACE,1336
02iPn000005MrduIAC,Meijer 985 Water Plant JACE,1767
02iPn000005MrfVIAS,Youth Opportunities JACE,1337
02iPn000005MrfWIAS,HFMH04ASCPENT Jace,2263
02iPn000005MrfXIAS,Perry Farms Jace,2400
02iPn000005Mrh7IAC,1 Remote Access,1339
02iPn000005MrijIAC,IP and Remote access,1342
02iPn000005MrkLIAS,2 - Westwind Grand Haven Office JACE,1343
02iPn000005MrlxIAC,LMCU Prairie Creek 1st Floor AX,1346
02iPn000005MrnZIAS,LMCU Prairie Creek 2nd Floor AX,1347
02iPn000005MrpBIAS,Charlevoix PW Jace,1348
02iPn000005MrqnIAC,Remote Access via DiGi,1349
02iPn000005MrqoIAC,1 Remote Access,1955
02iPn000005MrsPIAS,UPS N4 JACE,1350
02iPn000005Mru1IAC,1 Remote Access VPN Connection,1351
02iPn000005Mru2IAC,PC035,1511
02iPn000005MrvdIAC,Les Cheneaux Secondary JACE,1352
02iPn000005MryrIAC,Northwoods AHU 2,1354
02iPn000005Ms0TIAS,"WILMER TX, JACE",1355
02iPn000005Ms25IAC,St Catherine AX JACE,1356
02iPn000005Ms3hIAC,Lane Automotive N4 JACE,1357
02iPn000005Ms5JIAS,St Catherine Remote Access,1358
02iPn000005Ms6vIAC,Benteler N4 Jace 2,1359
02iPn000005Ms6wIAC,Monitor - 016,1599
02iPn000005Ms6xIAC,Thornapple Manor - Web Supervisor,1853
02iPn000005Ms8XIAS,hvac.myeagles.org_ssl,1362
02iPn000005MsA9IAK,Grand Oaks JACE/ERU,1364
02iPn000005MsBlIAK,Statford Village JACE,1365
02iPn000005MsBmIAK,Monitor - 065,1647
02iPn000005MsBnIAK,JACE/Remote access,1960
02iPn000005MsBoIAK,Laptop,2331
02iPn000005MsBpIAK,MMA_AC1_JACE2,3203
02iPn000005MsDNIA0,Gladwin Pines JACE,1366
02iPn000005MsEzIAK,Northwoods Farwell,1367
02iPn000005MsGbIAK,X-Cel AX JACE2,1369
02iPn000005MsJpIAK,City of Livonia - VPN Connection,1370
02iPn000005MsLRIA0,Livonia City Hall AX 3.6 JACE,1371
02iPn000005MsN3IAK,1 Remote Access VPN,1372
02iPn000005MsN5IAK,JACE | River Valley,2240
02iPn000005MsOfIAK,PC105,1373
02iPn000005MsRtIAK,2 - N4 Supervisor,1378
02iPn000005MsTVIA0,Polaris VPN Remote Access,1379
02iPn000005MsV7IAK,Polaris AX JACE,1380
02iPn000005MsWjIAK,St Catherine N4 JACE,1382
02iPn000005MsYLIA0,1 VPN Login,1384
02iPn000005MsZxIAK,All Jaces and Supervisor,1385
02iPn000005MsbZIAS,Carrrier i-Vu Web access,1386
02iPn000005MsdBIAS,Remote Access: CSD-OPS-OLD (Old Novar System),1388
02iPn000005MsdCIAS,Monitor - 035,1618
02iPn000005MsenIAC,Morley Elementary N4 Jace,1392
02iPn000005MseoIAC,1 - Remote Access,1462
02iPn000005MsgPIAS,HS and Learning Center Router IP address,1393
02iPn000005MsgQIAS,Monitor - 009,1591
02iPn000005Msi1IAC,2 Northview N4 Server and Trend SET programming tool,1394
02iPn000005MsjdIAC,1 - Remote Access VPN,1395
02iPn000005MsmrIAC,1 - Compass Server by RDP,1397
02iPn000005MsoTIAS,Duncan Lake MS - JACE-03,1399
02iPn000005Msq5IAC,El Puente/Early Childhood Center - JACE 1,1402
02iPn000005MsrhIAC,El Puente/Early Childhood Center - JACE 2,1403
02iPn000005MstJIAS,Jenison Center for the Arts JACE,1404
02iPn000005MstKIAS,High School West Campus JACE 2,3363
02iPn000005MsuvIAC,Townsend Hotel N4 JACE,1410
02iPn000005MsuwIAC,ES-NIAGRA - Accessble via HS Niagara which is the preferred connection.,1830
02iPn000005MsuxIAC,Fair Plain East AX Jace,3036
02iPn000005MsuyIAC,Middle School Jace 4 - StJohns_MS4,3051
02iPn000005MswXIAS,1 Remote Access,1411
02iPn000005Msy9IAC,Graphics over web,1412
02iPn000005MszlIAC,NAE device,1413
02iPn000005Mt1NIAS,1 Remote VPN,1414
02iPn000005Mt2zIAC,2 - Screen Connect to Old Niagara host and AX workstation,1420
02iPn000005Mt4bIAC,Saginaw ISD VPN Connection,1441
02iPn000005Mt6DIAS,Saginaw ISD Millet JACE Honewell,1442
02iPn000005Mt7pIAC,Saginaw ISD N4 Supervisor,1443
02iPn000005Mt9RIAS,CW Connect remote to 963 / SET,1444
02iPn000005Mt9SIAS,Spartan Nash VPN,1761
02iPn000005MtB3IAK,2 - Niagara 4 Supervisor,1445
02iPn000005MtB4IAK,Monitor - 015,1598
02iPn000005MtCfIAK,Napoleon High School AX JACE,1448
02iPn000005MtCgIAK,4 (DeVos) Comm_Rm.1333_Router,3136
02iPn000005MtEHIA0,Napoleon Middle School N4 JACE,1449
02iPn000005MtFtIAK,1 - VPN (FortiClient)***NEW USER AND PW****,1450
02iPn000005MtHVIA0,2 - Niagara 4 Web Supervisor,1451
02iPn000005MtJ7IAK,Besser Fall PM,1453
02iPn000005MtKjIAK,Western Warner Elem JACE,1456
02iPn000005MtKkIAK,Jace CBUS GREEN,3222
02iPn000005MtMLIA0,Western Woodville Elem JACE,1457
02iPn000005MtNxIAK,Western Middle School JACE,1458
02iPn000005MtPZIA0,Western High School JACE,1459
02iPn000005MtRBIA0,2 - AX Supervisor - old,1460
02iPn000005MtRCIA0,02 JACE,2505
02iPn000005MtSnIAK,3 - N4 Supervisor,1461
02iPn000005MtUPIA0,Magna Exteriors Holland | North Warehouse | 2nd Floor Mezzanine,1463
02iPn000005MtW1IAK,Magna Exteriors Holland | South Building | West Mechanical,1464
02iPn000005MtXdIAK,Magna Exteriors Holland | South Building | South Mezzanine,1465
02iPn000005MtZFIA0,2 - Magna Exteriors Holland | Supervisor,1466
02iPn000005MtarIAC,Magna Exteriors Holland | South Building | RTA Gateway,1467
02iPn000005MtcUIAS,Medcarel_J3 AX JACE,2014
02iPn000005Mte5IAC,Hillman Medi Lodge Kitchen AC,1471
02iPn000005Mte6IAC,American Concrete VPN RDP Connection,1828
02iPn000005Mte7IAC,Teamviewer,1974
02iPn000005MtfhIAC,Remote Access,1472
02iPn000005MtfiIAC,Grand Haven Annex,1971
02iPn000005MthJIAS,"Hutchinson, MN - Century 9 Theater JACE",1473
02iPn000005MtivIAC,"1 - Crystal, MN HQ Remote VPN",1475
02iPn000005MtkXIAS,Crissey JACE,1477
02iPn000005MtkYIAS,Whirlpool_Support_Bldg,1965
02iPn000005MtmEIAS,Jace M6Sub,3218
02iPn000005MtnlIAC,Hoben JACE,1479
02iPn000005MtnmIAC,Port Forwarding | Public IP Address,1755
02iPn000005MtpNIAS,Humphrey House JACE,1480
02iPn000005MtqzIAC,Natitorium JACE,1481
02iPn000005MtsbIAC,TrowBridge Hall JACE,1483
02iPn000005MtuDIAS,JACE,1487
02iPn000005MtuEIAS,1 Remote Access,1565
02iPn000005MtvsIAC,Monitor - 002,1586
02iPn000005MtvtIAC,2) Niagara Supervisor,2350
02iPn000005MtvuIAC,II-Stanley 02,2488
02iPn000005MtxRIAS,Rochester MN - Novar system,1488
02iPn000005Mtz3IAC,WAYNE_PUBLIC_LIBRARY,1490
02iPn000005Mu0fIAC,1 Remote Access,1491
02iPn000005Mu0gIAC,HFMH Bruce Township Jace,2278
02iPn000005Mu0hIAC,BAS_SSLCert - belding.csibas.com,2543
02iPn000005Mu2HIAS,2 - N4 Web Supervisor,1492
02iPn000005Mu3tIAC,RCS Powel Jace,1493
02iPn000005Mu5XIAS,WillSullivan,1822
02iPn000005Mu77IAC,RCS HS Jace,1495
02iPn000005Mu8jIAC,RCS HS Concessions Jace,1496
02iPn000005MuALIA0,RCS Croswell Jace,1497
02iPn000005MuBxIAK,RCS Washington Elem Jace,1498
02iPn000005MuDZIA0,Fender Guitar Paint Booth,1505
02iPn000005MuFBIA0,Amwins JACE VPN,1506
02iPn000005MuFCIA0,Muskegon Convention Center Jace,3015
02iPn000005MuFDIA0,House Filters,3300
02iPn000005MuGnIAK,Amwins JACE,1509
02iPn000005MuIPIA0,RCS MS AX Jace (N4),1510
02iPn000005MuK1IAK,Lansing Federal Courthouse JACE,1512
02iPn000005MuLdIAK,RCS Hamilton Parsons Jace,1513
02iPn000005MuNFIA0,RCS Amanda Moore ES,1514
02iPn000005MuNGIA0,Remote Access,2936
02iPn000005MuOrIAK,Corunna Web Supervisor remote desktop connection,1515
02iPn000005MuOsIAK,Mobex | N4 Supervisor,2132
02iPn000005MuQTIA0,Remote Access (Automate),1517
02iPn000005MuS5IAK,Office/Pod - 001,1543
02iPn000005MuThIAK,Remote Access | Port Forwarding,1544
02iPn000005MuVJIA0,Existing Jace,1545
02iPn000005MuWvIAK,NAI 888 Terrace Mercy Health 3.8 JACE,1548
02iPn000005MuWwIAK,RCS Hevel Elem Jace,1921
02iPn000005MuYXIA0,Jace,1555
02iPn000005MuYYIA0,balcony,2513
02iPn000005Mua9IAC,Whirlpool Orlando RDC(CSI Vykon JACE),1560
02iPn000005MuaAIAS,CLC_JACE,1928
02iPn000005MuaBIAS,Rochester-Geo,2625
02iPn000005MublIAC,Competitor Credentials for JACE,1562
02iPn000005MubmIAC,Monitor - 011,1594
02iPn000005MudNIAS,Niagara 4 JACE remote connection,1563
02iPn000005MuezIAC,Jace,1564
02iPn000005Muf0IAC,Belding Supervisor (Belding),2533
02iPn000005MugbIAC,JACE,1566
02iPn000005MugcIAC,Louisville_MAU_1,3243
02iPn000005MuiDIAS,Remote Access,1567
02iPn000005MujpIAC,Monitor - 001,1585
02iPn000005MujqIAC,PC205,2865
02iPn000005MulRIAS,Monitor - 004,1587
02iPn000005MulSIAS,N4_Jace (Limbaugh Installed),3415
02iPn000005Mun3IAC,Monitor - 003,1588
02iPn000005MuofIAC,Monitor - 005,1589
02iPn000005MuogIAC,1 - VPN,1782
02iPn000005MuqHIAS,Monitor - 010,1593
02iPn000005MuqIIAS,3 - Middle School AX JACE,3106
02iPn000005MurtIAC,Monitor - 012,1595
02iPn000005MuruIAC,Muskegon Building 02 | JACE,2675
02iPn000005MutVIAS,Monitor - 013,1596
02iPn000005Muv7IAC,Monitor - 014,1597
02iPn000005MuwnIAC,Orchard Hills Elementary | JACE,2228
02iPn000005MuyLIAS,Monitor - 018,1601
02iPn000005MuzxIAC,Monitor - 020,1602
02iPn000005MuzyIAC,N4 JACE,2039
02iPn000005Mv1ZIAS,Monitor - 021,1603
02iPn000005Mv3BIAS,Monitor - 023,1604
02iPn000005Mv3CIAS,JACE_2,2476
02iPn000005Mv4nIAC,Monitor - 024,1605
02iPn000005Mv6PIAS,Monitor - 025,1606
02iPn000005Mv6QIAS,1 - Remote Access,1838
02iPn000005Mv81IAC,Monitor - 022,1608
02iPn000005Mv9dIAC,Monitor - 026,1609
02iPn000005MvBFIA0,Monitor - 027,1610
02iPn000005MvCrIAK,Monitor - 028,1611
02iPn000005MvETIA0,Monitor - 029,1612
02iPn000005MvG5IAK,Monitor - 030,1613
02iPn000005MvHhIAK,Monitor - 033,1616
02iPn000005MvJJIA0,Monitor - 034,1617
02iPn000005MvKvIAK,Monitor - 036,1619
02iPn000005MvKwIAK,DTA_230_1_ACOC JACE,2471
02iPn000005MvMYIA0,0) VPN,3291
02iPn000005MvO9IAK,Monitor - 037,1620
02iPn000005MvOAIA0,HFMH_N4 Supervisor,2270
02iPn000005MvPlIAK,Monitor - 038,1621
02iPn000005MvRNIA0,Monitor - 040,1623
02iPn000005MvSzIAK,Monitor - 041,1624
02iPn000005MvT0IAK,Hicks West JACE,1732
02iPn000005MvUbIAK,Monitor - 042,1625
02iPn000005MvWDIA0,Monitor - 044,1627
02iPn000005MvWEIA0,Mitchell Creek Meadows 1986c21,1967
02iPn000005MvXpIAK,Monitor - 045,1628
02iPn000005MvXqIAK,Muskegon Building 04 & 13 | JACE,2536
02iPn000005MvXrIAK,Balometer - Flood Hoods (Alnor analog),2681
02iPn000005MvZRIA0,Monitor - 047,1629
02iPn000005MvZSIA0,Davita Sterling Heights,3441
02iPn000005Mvb3IAC,Monitor - 048,1630
02iPn000005Mvb4IAC,Touch screen credentials,1929
02iPn000005MvcfIAC,Monitor - 049,1631
02iPn000005MveHIAS,Monitor - 050,1632
02iPn000005MvftIAC,Monitor - 051,1633
02iPn000005MvhVIAS,Monitor - 052,1634
02iPn000005Mvj7IAC,Monitor - 054,1636
02iPn000005MvkjIAC,Monitor - 055,1637
02iPn000005MvmLIAS,Monitor - 057,1639
02iPn000005MvnxIAC,Monitor - 058,1640
02iPn000005MvnyIAC,Honeywell Spyder (Programmed with AX Jace),2103
02iPn000005MvnzIAC,Mecosta Elementary,3340
02iPn000005MvrBIAS,Monitor - 059,1641
02iPn000005MvrCIAS,Taubman Center JACE-07B,2768
02iPn000005MvsnIAC,Monitor - 060,1642
02iPn000005MvuPIAS,Monitor - 062,1644
02iPn000005Mvw1IAC,Monitor - 066,1648
02iPn000005MvxdIAC,Office/Pod - 002,1649
02iPn000005MvzFIAS,Office/Pod - 003,1650
02iPn000005MvzGIAS,Morley HS JACE Morley_HS1,3376
02iPn000005Mw0rIAC,Office/Pod - 004,1651
02iPn000005Mw2TIAS,Office/Pod - 005,1652
02iPn000005Mw2UIAS,Isonas Login,3083
02iPn000005Mw45IAC,Office/Pod - 006,1653
02iPn000005Mw5hIAC,Office/Pod - 007,1654
02iPn000005Mw7JIAS,Office/Pod - 008,1655
02iPn000005Mw8zIAC,"B-089 North (AHU-501, 502, 503) JACE",3006
02iPn000005MwAZIA0,Kurtz Jace,1835
02iPn000005MwDlIAK,New Health Center JACE,1717
02iPn000005MwFNIA0,1 New Health Center Remote Access,1718
02iPn000005MwGzIAK,Indiana Toll Road JACE,1719
02iPn000005MwH0IAK,1 - Holton Public Schools Niagara 4 Supervisor,3132
02iPn000005MwIbIAK,David Ellis JACE Remote,1721
02iPn000005MwIcIAK,BACnet Router,3276
02iPn000005MwKDIA0,OldsUpton JACE,1722
02iPn000005MwKEIA0,Stroboscope Tachometer - RPM Guns (Monarch Inst.),2728
02iPn000005MwLpIAK,DowScienceCenter JACE,1723
02iPn000005MwNRIA0,Alma Bolt JACE,1724
02iPn000005MwP3IAK,Remote Connection,1728
02iPn000005MwQfIAK,Meijer Hangar,1730
02iPn000005MwTtIAK,2 - Niagara 4 JACE,1731
02iPn000005MwVVIA0,MS and Elem N4 JACE,1734
02iPn000005MwX7IAK,Fine Arts JACE,1735
02iPn000005MwYjIAK,Heffron Labs N4 Backup JACE,1739
02iPn000005MwYkIAK,CSIBAS Wildcard SSL,3298
02iPn000005MwaLIAS,JACE,1740
02iPn000005MwbxIAC,1 VPN,1741
02iPn000005MwdZIAS,JACE Info,1742
02iPn000005MwfBIAS,1 Remote Connection,1743
02iPn000005MwgnIAC,2 N4 Reflow Supervisor,1744
02iPn000005Mwk1IAC,Medisurge N4 JACE,1745
02iPn000005MwldIAC,Caledonia HS North - Dwing,1749
02iPn000005MwleIAC,Jace_6_Clear_Manual  (Spare JACE),2146
02iPn000005MwnFIAS,Caledonia HS North - Bwing,1751
02iPn000005MworIAC,Alro Ft Wayne MAU 02,1753
02iPn000005MwqTIAS,Brookdale Senior Living Center,1754
02iPn000005MwqUIAS,Jace IP,2637
02iPn000005Mws5IAC,Dicastal Remote Access - Automate,1756
02iPn000005MwthIAC,INACTIVE****Access to old Niagara AX server****INACTIVE as of 7/21/2025,1757
02iPn000005MwvJIAS,Greenville-3 N4 JACE,1758
02iPn000005MwwvIAC,Greenville 1 AX Jace,1759
02iPn000005MwwwIAC,Palo Alto Global Protect VPN,2674
02iPn000005MwyXIAS,Greenville 2 AX JACE,1760
02iPn000005MwyYIAS,Hella2,1827
02iPn000005Mx1lIAC,_JCI AndyEgan User/Pass,1762
02iPn000005Mx1mIAC,2 - Remote Access,2038
02iPn000005Mx3NIAS,Five Star Old Line JACE,1763
02iPn000005Mx4zIAC,EWON Remote Access,1764
02iPn000005Mx6bIAC,Alro Ft Wayne MAU 01,1765
02iPn000005Mx8DIAS,PC045,1766
02iPn000005Mx9pIAC,Meijer 985 2nd Floor JACE,1769
02iPn000005MxBRIA0,Meijer 985 4th Floor JACE,1770
02iPn000005MxD3IAK,Meijer 982 2nd Floor JACE,1772
02iPn000005MxEfIAK,Meijer 982 4th Floor JACE,1773
02iPn000005MxGHIA0,Meijer 989 JACE 01,1774
02iPn000005MxHtIAK,Meijer 989 JACE 02,1775
02iPn000005MxJVIA0,Meijer 989 JACE 03,1776
02iPn000005MxL7IAK,Meijer 989 JACE 04,1777
02iPn000005MxMjIAK,Meijer 989 JACE 05,1778
02iPn000005MxOLIA0,Meijer 989 SE Snowmelt,1781
02iPn000005MxPxIAK,High/Middle JACE AX - probably exists,1783
02iPn000005MxRZIA0,RDP,1784
02iPn000005MxTBIA0,PM Filters,1786
02iPn000005MxTCIA0,DESKTOP-0RAE17S,2429
02iPn000005MxTDIA0,MCL_Oakland_WS,3091
02iPn000005MxUnIAK,Mt. Morris Middle School,1787
02iPn000005MxWPIA0,Hart Connectwise Remote connection,1788
02iPn000005MxWQIA0,WHR_SJTC_02,2050
02iPn000005MxZdIAK,1 - Remote Access,1792
02iPn000005MxbFIAS,Davita Novi - BMS PC Configuration,1798
02iPn000005MxcrIAC,Spartan Nash N4 Supervisor,1800
02iPn000005MxeTIAS,GE Aviation N4 JACE,1801
02iPn000005Mxg5IAC,Launch Trampoline,1803
02iPn000005MxhhIAC,KMG prestige/Art Space Remote JACE,1804
02iPn000005MxhiIAC,N4 Web Supervisor NEW,2330
02iPn000005MxjJIAS,1 Alma Bolt VPN,1806
02iPn000005MxjKIAS,ECY-303 Controller MAU_10,2442
02iPn000005MxkvIAC,Jurries N4 JACE,1807
02iPn000005MxkwIAC,Salvation Army Adult Rehab - Niagara 4 JACE,3374
02iPn000005MxmXIAS,1 - VPN Connection Information,1809
02iPn000005Mxo9IAC,NorthPointe Christian Schools | Elementary JACE,1812
02iPn000005MxoAIAS,Mark Murray Elementary,2190
02iPn000005MxoBIAS,Jace CBusRed,3221
02iPn000005MxrNIAS,Paris Ridge,1813
02iPn000005MxszIAC,SSL Certificate | aocreekside.controlyourbuilding.com,1814
02iPn000005MxubIAC,Livonia City Hall Niagara 4 JACE,1815
02iPn000005MxwDIAS,Livonia DPW HQ N4 FX JACE,1816
02iPn000005MxxpIAC,BCS-HVAC - Used for Trend SET and 963,1817
02iPn000005MxzRIAS,Community West CU - JACE access,1819
02iPn000005My13IAC,N4 Jace (no remote connection),1823
02iPn000005My4HIAS,Hub Ann Arbor (581),1829
02iPn000005My5tIAC,1 Remote Access,1831
02iPn000005My5uIAC,01 Remote Access,2504
02iPn000005My7VIAS,Jace Info,1832
02iPn000005My97IAC,Remote Access,1833
